Brand,Label,Category,Price,Ingredients,Skin_Type,Benefits,Reviews
CeraVe,Moisturizing Cream,Moisturizer,33.21001567190519,"Ceramides, Hyaluronic Acid, Glycerin","Dry, Very Dry","Deep Moisturizing, Barrier Repair","Lightweight and great for daily use. - Ananya, Chandigarh"
Paula's Choice,BHA Liquid Exfoliant,Exfoliant,86.2714170316528,"Salicylic Acid, Green Tea, Methylpropanediol",All Skin Types,"Exfoliation, Pore Clearing","Feels sticky after applying, but hydrates well. - Arjun, Goa"
Himalaya,Cicaplast Baume B5,Treatment,79.27583965993985,"Panthenol, Shea Butter, Glycerin","Sensitive, Dry","Skin Repair, Soothing","Best moisturizer I've used, even better than some premium brands! - Vikram, Chennai"
The Ordinary,AHA 30% + BHA 2% Peeling Solution,Treatment,66.18617355833067,"Glycolic Acid, Salicylic Acid, Hyaluronic Acid",All Skin Types,"Deep Exfoliation, Pore Clearing","Absorbs well but didn't see significant results. - Priya, Bangalore"
Lotus Herbals,Oil-Free Moisturizer,Moisturizer,38.52267860255486,"Glycerin, Dimethicone, Aloe","Oily, Combination","Light Hydration, Oil Control","Caused a breakout, didn't work for me. - Simran, Pune"
The Inkey List,Salicylic Acid Cleanser,Cleanser,95.9274833361609,"Salicylic Acid, Zinc, Allantoin","Oily, Acne-Prone","Gentle Exfoliation, Acne Control","Lightweight and great for daily use. - Ananya, Chandigarh"
Sunday Riley,Good Genes Lactic Acid Treatment,Treatment,86.96480019935996,"Lactic Acid, Licorice Root, Aloe",All Skin Types,"Exfoliation, Brightening","Scent is too strong for my liking, but otherwise good. - Riya, Hyderabad"
Mamaearth,Protini Polypeptide Cream,Moisturizer,70.3249104483442,"Peptides, Marula Oil, Signal Peptides",All Skin Types,"Anti-Aging, Hydration","A bit expensive, but worth the money. - Sneha, Kolkata"
Himalaya,Solution,Exfoliant,43.5883725660401,"AHA, BHA, Gluconolactone",All Skin Types,"Chemical Exfoliation, Clarity","Not suitable for my sensitive skin, caused mild irritation. - Raj, Delhi"
Youth To The People,Superfood Antioxidant Cleanser,Cleanser,39.66601907534852,"Green Tea, Kale, Spinach",All Skin Types,"Gentle Cleansing, Antioxidant Protection","Best moisturizer I've used, even better than some premium brands! - Vikram, Chennai"
The Ordinary,Niacinamide 10% + Zinc 1%,Serum,32.54148026736145,"Niacinamide, Zinc PCA, Glycerin, Aqua","Oily, Combination","Reduces Sebum, Controls Blemishes","Best moisturizer I've used, even better than some premium brands! - Vikram, Chennai"
Lotus Herbals,Hydrating Cleanser,Cleanser,53.62221327936946,"Ceramides, Glycerin, Hyaluronic Acid",All Skin Types,"Gentle Cleansing, Hydration","Best moisturizer I've used, even better than some premium brands! - Vikram, Chennai"
Kama Ayurveda,Effaclar Duo,Treatment,95.97667570699645,"Niacinamide, Glycerin, Salicylic Acid","Oily, Acne-Prone","Treats Acne, Reduces Oil","Caused a breakout, didn't work for me. - Simran, Pune"
Mamaearth,Hyaluronic Acid 2% + B5,Serum,94.4167822316252,"Hyaluronic Acid, Vitamin B5, Glycerin",All Skin Types,"Hydration, Plumping","Scent is too strong for my liking, but otherwise good. - Riya, Hyderabad"
Neutrogena,Hydro Boost Gel Cream,Moisturizer,26.11454776087444,"Hyaluronic Acid, Glycerin, Dimethicone","Dry, Combination","Deep Hydration, Oil-Free","A bit expensive, but worth the money. - Sneha, Kolkata"
CeraVe,Moisturizing Cream,Moisturizer,13.33126844506425,"Ceramides, Hyaluronic Acid, Glycerin","Dry, Very Dry","Deep Moisturizing, Barrier Repair","Works wonders on my skin! Hydrating and refreshing. - Aditi, Mumbai"
Paula's Choice,BHA Liquid Exfoliant,Exfoliant,30.47763244924589,"Salicylic Acid, Green Tea, Methylpropanediol",All Skin Types,"Exfoliation, Pore Clearing","Affordable and effective! Would recommend. - Kunal, Jaipur"
La Roche-Posay,Cicaplast Baume B5,Treatment,67.92855462030423,"Panthenol, Shea Butter, Glycerin","Sensitive, Dry","Skin Repair, Soothing","Works wonders on my skin! Hydrating and refreshing. - Aditi, Mumbai"
The Ordinary,AHA 30% + BHA 2% Peeling Solution,Treatment,57.34672649643679,"Glycolic Acid, Salicylic Acid, Hyaluronic Acid",All Skin Types,"Deep Exfoliation, Pore Clearing","Caused a breakout, didn't work for me. - Simran, Pune"
Neutrogena,Oil-Free Moisturizer,Moisturizer,93.18000945215437,"Glycerin, Dimethicone, Aloe","Oily, Combination","Light Hydration, Oil Control","Not suitable for my sensitive skin, caused mild irritation. - Raj, Delhi"
The Inkey List,Salicylic Acid Cleanser,Cleanser,10.592708352911078,"Salicylic Acid, Zinc, Allantoin","Oily, Acne-Prone","Gentle Exfoliation, Acne Control","Caused a breakout, didn't work for me. - Simran, Pune"
Kama Ayurveda,Good Genes Lactic Acid Treatment,Treatment,96.572998995532,"Lactic Acid, Licorice Root, Aloe",All Skin Types,"Exfoliation, Brightening","Absorbs well but didn't see significant results. - Priya, Bangalore"
Drunk Elephant,Protini Polypeptide Cream,Moisturizer,11.110742642040467,"Peptides, Marula Oil, Signal Peptides",All Skin Types,"Anti-Aging, Hydration","Feels sticky after applying, but hydrates well. - Arjun, Goa"
Glossier,Solution,Exfoliant,50.817115243827125,"AHA, BHA, Gluconolactone",All Skin Types,"Chemical Exfoliation, Clarity","Works wonders on my skin! Hydrating and refreshing. - Aditi, Mumbai"
Youth To The People,Superfood Antioxidant Cleanser,Cleanser,36.85894900570492,"Green Tea, Kale, Spinach",All Skin Types,"Gentle Cleansing, Antioxidant Protection","Affordable and effective! Would recommend. - Kunal, Jaipur"
Mamaearth,Niacinamide 10% + Zinc 1%,Serum,39.54602512568868,"Niacinamide, Zinc PCA, Glycerin, Aqua","Oily, Combination","Reduces Sebum, Controls Blemishes","Works wonders on my skin! Hydrating and refreshing. - Aditi, Mumbai"
CeraVe,Hydrating Cleanser,Cleanser,83.40946597310669,"Ceramides, Glycerin, Hyaluronic Acid",All Skin Types,"Gentle Cleansing, Hydration","Absorbs well but didn't see significant results. - Priya, Bangalore"
Lotus Herbals,Effaclar Duo,Treatment,37.17739025767157,"Niacinamide, Glycerin, Salicylic Acid","Oily, Acne-Prone","Treats Acne, Reduces Oil","Best moisturizer I've used, even better than some premium brands! - Vikram, Chennai"
The Ordinary,Hyaluronic Acid 2% + B5,Serum,66.29964217719875,"Hyaluronic Acid, Vitamin B5, Glycerin",All Skin Types,"Hydration, Plumping","Best moisturizer I've used, even better than some premium brands! - Vikram, Chennai"
Neutrogena,Hydro Boost Gel Cream,Moisturizer,64.2656434462449,"Hyaluronic Acid, Glycerin, Dimethicone","Dry, Combination","Deep Hydration, Oil-Free","Works wonders on my skin! Hydrating and refreshing. - Aditi, Mumbai"
Kama Ayurveda,Moisturizing Cream,Moisturizer,50.06523393125455,"Ceramides, Hyaluronic Acid, Glycerin","Dry, Very Dry","Deep Moisturizing, Barrier Repair","Affordable and effective! Would recommend. - Kunal, Jaipur"
Himalaya,BHA Liquid Exfoliant,Exfoliant,15.083242109503413,"Salicylic Acid, Green Tea, Methylpropanediol",All Skin Types,"Exfoliation, Pore Clearing","Absorbs well but didn't see significant results. - Priya, Bangalore"
Forest Essentials,Cicaplast Baume B5,Treatment,56.84608942257113,"Panthenol, Shea Butter, Glycerin","Sensitive, Dry","Skin Repair, Soothing","Lightweight and great for daily use. - Ananya, Chandigarh"
Himalaya,AHA 30% + BHA 2% Peeling Solution,Treatment,56.40471786863799,"Glycolic Acid, Salicylic Acid, Hyaluronic Acid",All Skin Types,"Deep Exfoliation, Pore Clearing","Best moisturizer I've used, even better than some premium brands! - Vikram, Chennai"
Neutrogena,Oil-Free Moisturizer,Moisturizer,35.811192801973434,"Glycerin, Dimethicone, Aloe","Oily, Combination","Light Hydration, Oil Control","Scent is too strong for my liking, but otherwise good. - Riya, Hyderabad"
The Inkey List,Salicylic Acid Cleanser,Cleanser,77.37434759729422,"Salicylic Acid, Zinc, Allantoin","Oily, Acne-Prone","Gentle Exfoliation, Acne Control","Caused a breakout, didn't work for me. - Simran, Pune"
Sunday Riley,Good Genes Lactic Acid Treatment,Treatment,60.88737221752274,"Lactic Acid, Licorice Root, Aloe",All Skin Types,"Exfoliation, Brightening","Not suitable for my sensitive skin, caused mild irritation. - Raj, Delhi"
Drunk Elephant,Protini Polypeptide Cream,Moisturizer,21.529605508028144,"Peptides, Marula Oil, Signal Peptides",All Skin Types,"Anti-Aging, Hydration","Best moisturizer I've used, even better than some premium brands! - Vikram, Chennai"
Glossier,Solution,Exfoliant,32.70939134985374,"AHA, BHA, Gluconolactone",All Skin Types,"Chemical Exfoliation, Clarity","Best moisturizer I've used, even better than some premium brands! - Vikram, Chennai"
Lotus Herbals,Superfood Antioxidant Cleanser,Cleanser,5.025867643153583,"Green Tea, Kale, Spinach",All Skin Types,"Gentle Cleansing, Antioxidant Protection","Affordable and effective! Would recommend. - Kunal, Jaipur"
The Ordinary,Niacinamide 10% + Zinc 1%,Serum,29.16105869441353,"Niacinamide, Zinc PCA, Glycerin, Aqua","Oily, Combination","Reduces Sebum, Controls Blemishes","A bit expensive, but worth the money. - Sneha, Kolkata"
CeraVe,Hydrating Cleanser,Cleanser,55.77286079978612,"Ceramides, Glycerin, Hyaluronic Acid",All Skin Types,"Gentle Cleansing, Hydration","A bit expensive, but worth the money. - Sneha, Kolkata"
Mamaearth,Effaclar Duo,Treatment,53.69278573049531,"Niacinamide, Glycerin, Salicylic Acid","Oily, Acne-Prone","Treats Acne, Reduces Oil","Caused a breakout, didn't work for me. - Simran, Pune"
Forest Essentials,Hyaluronic Acid 2% + B5,Serum,75.9459521177975,"Hyaluronic Acid, Vitamin B5, Glycerin",All Skin Types,"Hydration, Plumping","A bit expensive, but worth the money. - Sneha, Kolkata"
Neutrogena,Hydro Boost Gel Cream,Moisturizer,77.38987736949349,"Hyaluronic Acid, Glycerin, Dimethicone","Dry, Combination","Deep Hydration, Oil-Free","Best moisturizer I've used, even better than some premium brands! - Vikram, Chennai"
CeraVe,Moisturizing Cream,Moisturizer,97.77795321933138,"Ceramides, Hyaluronic Acid, Glycerin","Dry, Very Dry","Deep Moisturizing, Barrier Repair","Scent is too strong for my liking, but otherwise good. - Riya, Hyderabad"
Paula's Choice,BHA Liquid Exfoliant,Exfoliant,54.0991479748245,"Salicylic Acid, Green Tea, Methylpropanediol",All Skin Types,"Exfoliation, Pore Clearing","Best moisturizer I've used, even better than some premium brands! - Vikram, Chennai"
La Roche-Posay,Cicaplast Baume B5,Treatment,67.63625699776836,"Panthenol, Shea Butter, Glycerin","Sensitive, Dry","Skin Repair, Soothing","Absorbs well but didn't see significant results. - Priya, Bangalore"
The Ordinary,AHA 30% + BHA 2% Peeling Solution,Treatment,93.25643555160212,"Glycolic Acid, Salicylic Acid, Hyaluronic Acid",All Skin Types,"Deep Exfoliation, Pore Clearing","Works wonders on my skin! Hydrating and refreshing. - Aditi, Mumbai"
Neutrogena,Oil-Free Moisturizer,Moisturizer,10.779039938960397,"Glycerin, Dimethicone, Aloe","Oily, Combination","Light Hydration, Oil Control","Absorbs well but didn't see significant results. - Priya, Bangalore"
The Inkey List,Salicylic Acid Cleanser,Cleanser,75.06640594747961,"Salicylic Acid, Zinc, Allantoin","Oily, Acne-Prone","Gentle Exfoliation, Acne Control","Scent is too strong for my liking, but otherwise good. - Riya, Hyderabad"
Sunday Riley,Good Genes Lactic Acid Treatment,Treatment,41.36072164354172,"Lactic Acid, Licorice Root, Aloe",All Skin Types,"Exfoliation, Brightening","Works wonders on my skin! Hydrating and refreshing. - Aditi, Mumbai"
Drunk Elephant,Protini Polypeptide Cream,Moisturizer,76.31208891656773,"Peptides, Marula Oil, Signal Peptides",All Skin Types,"Anti-Aging, Hydration","Lightweight and great for daily use. - Ananya, Chandigarh"
Forest Essentials,Solution,Exfoliant,62.23647082329682,"AHA, BHA, Gluconolactone",All Skin Types,"Chemical Exfoliation, Clarity","Not suitable for my sensitive skin, caused mild irritation. - Raj, Delhi"
Lotus Herbals,Superfood Antioxidant Cleanser,Cleanser,46.83346057663156,"Green Tea, Kale, Spinach",All Skin Types,"Gentle Cleansing, Antioxidant Protection","Works wonders on my skin! Hydrating and refreshing. - Aditi, Mumbai"
The Ordinary,Niacinamide 10% + Zinc 1%,Serum,67.12970465361843,"Niacinamide, Zinc PCA, Glycerin, Aqua","Oily, Combination","Reduces Sebum, Controls Blemishes","Affordable and effective! Would recommend. - Kunal, Jaipur"
CeraVe,Hydrating Cleanser,Cleanser,31.005010598096145,"Ceramides, Glycerin, Hyaluronic Acid",All Skin Types,"Gentle Cleansing, Hydration","Scent is too strong for my liking, but otherwise good. - Riya, Hyderabad"
Biotique,Effaclar Duo,Treatment,92.48052444517468,"Niacinamide, Glycerin, Salicylic Acid","Oily, Acne-Prone","Treats Acne, Reduces Oil","Not suitable for my sensitive skin, caused mild irritation. - Raj, Delhi"
The Ordinary,Hyaluronic Acid 2% + B5,Serum,31.69260958093556,"Hyaluronic Acid, Vitamin B5, Glycerin",All Skin Types,"Hydration, Plumping","Absorbs well but didn't see significant results. - Priya, Bangalore"
Neutrogena,Hydro Boost Gel Cream,Moisturizer,45.68297542703574,"Hyaluronic Acid, Glycerin, Dimethicone","Dry, Combination","Deep Hydration, Oil-Free","Affordable and effective! Would recommend. - Kunal, Jaipur"
Kama Ayurveda,Moisturizing Cream,Moisturizer,70.78031692810004,"Ceramides, Hyaluronic Acid, Glycerin","Dry, Very Dry","Deep Moisturizing, Barrier Repair","Scent is too strong for my liking, but otherwise good. - Riya, Hyderabad"
Paula's Choice,BHA Liquid Exfoliant,Exfoliant,30.28849227500037,"Salicylic Acid, Green Tea, Methylpropanediol",All Skin Types,"Exfoliation, Pore Clearing","Scent is too strong for my liking, but otherwise good. - Riya, Hyderabad"
Kama Ayurveda,Cicaplast Baume B5,Treatment,31.45121189733605,"Panthenol, Shea Butter, Glycerin","Sensitive, Dry","Skin Repair, Soothing","Not suitable for my sensitive skin, caused mild irritation. - Raj, Delhi"
Kama Ayurveda,AHA 30% + BHA 2% Peeling Solution,Treatment,69.50984417262102,"Glycolic Acid, Salicylic Acid, Hyaluronic Acid",All Skin Types,"Deep Exfoliation, Pore Clearing","Feels sticky after applying, but hydrates well. - Arjun, Goa"
Neutrogena,Oil-Free Moisturizer,Moisturizer,24.54138640581078,"Glycerin, Dimethicone, Aloe","Oily, Combination","Light Hydration, Oil Control","Scent is too strong for my liking, but otherwise good. - Riya, Hyderabad"
Himalaya,Salicylic Acid Cleanser,Cleanser,78.55902357103675,"Salicylic Acid, Zinc, Allantoin","Oily, Acne-Prone","Gentle Exfoliation, Acne Control","Not suitable for my sensitive skin, caused mild irritation. - Raj, Delhi"
Sunday Riley,Good Genes Lactic Acid Treatment,Treatment,51.865230169791445,"Lactic Acid, Licorice Root, Aloe",All Skin Types,"Exfoliation, Brightening","Best moisturizer I've used, even better than some premium brands! - Vikram, Chennai"
Drunk Elephant,Protini Polypeptide Cream,Moisturizer,13.555459758786595,"Peptides, Marula Oil, Signal Peptides",All Skin Types,"Anti-Aging, Hydration","Best moisturizer I've used, even better than some premium brands! - Vikram, Chennai"
Forest Essentials,Solution,Exfoliant,65.80756141774987,"AHA, BHA, Gluconolactone",All Skin Types,"Chemical Exfoliation, Clarity","Best moisturizer I've used, even better than some premium brands! - Vikram, Chennai"
Youth To The People,Superfood Antioxidant Cleanser,Cleanser,98.78047193695656,"Green Tea, Kale, Spinach",All Skin Types,"Gentle Cleansing, Antioxidant Protection","Feels sticky after applying, but hydrates well. - Arjun, Goa"
The Ordinary,Niacinamide 10% + Zinc 1%,Serum,66.02339505214418,"Niacinamide, Zinc PCA, Glycerin, Aqua","Oily, Combination","Reduces Sebum, Controls Blemishes","Lightweight and great for daily use. - Ananya, Chandigarh"
CeraVe,Hydrating Cleanser,Cleanser,49.07185917529342,"Ceramides, Glycerin, Hyaluronic Acid",All Skin Types,"Gentle Cleansing, Hydration","Lightweight and great for daily use. - Ananya, Chandigarh"
La Roche-Posay,Effaclar Duo,Treatment,98.20767366906776,"Niacinamide, Glycerin, Salicylic Acid","Oily, Acne-Prone","Treats Acne, Reduces Oil","Lightweight and great for daily use. - Ananya, Chandigarh"
The Ordinary,Hyaluronic Acid 2% + B5,Serum,96.7193977096938,"Hyaluronic Acid, Vitamin B5, Glycerin",All Skin Types,"Hydration, Plumping","Best moisturizer I've used, even better than some premium brands! - Vikram, Chennai"
Neutrogena,Hydro Boost Gel Cream,Moisturizer,97.4512852433583,"Hyaluronic Acid, Glycerin, Dimethicone","Dry, Combination","Deep Hydration, Oil-Free","Best moisturizer I've used, even better than some premium brands! - Vikram, Chennai"
CeraVe,Moisturizing Cream,Moisturizer,63.89872529817367,"Ceramides, Hyaluronic Acid, Glycerin","Dry, Very Dry","Deep Moisturizing, Barrier Repair","Feels sticky after applying, but hydrates well. - Arjun, Goa"
Mamaearth,BHA Liquid Exfoliant,Exfoliant,70.29688926616431,"Salicylic Acid, Green Tea, Methylpropanediol",All Skin Types,"Exfoliation, Pore Clearing","Absorbs well but didn't see significant results. - Priya, Bangalore"
La Roche-Posay,Cicaplast Baume B5,Treatment,63.93820418136691,"Panthenol, Shea Butter, Glycerin","Sensitive, Dry","Skin Repair, Soothing","Caused a breakout, didn't work for me. - Simran, Pune"
The Ordinary,AHA 30% + BHA 2% Peeling Solution,Treatment,8.35152206383595,"Glycolic Acid, Salicylic Acid, Hyaluronic Acid",All Skin Types,"Deep Exfoliation, Pore Clearing","Not suitable for my sensitive skin, caused mild irritation. - Raj, Delhi"
Mamaearth,Oil-Free Moisturizer,Moisturizer,98.16425100509856,"Glycerin, Dimethicone, Aloe","Oily, Combination","Light Hydration, Oil Control","Absorbs well but didn't see significant results. - Priya, Bangalore"
The Inkey List,Salicylic Acid Cleanser,Cleanser,80.1402153468502,"Salicylic Acid, Zinc, Allantoin","Oily, Acne-Prone","Gentle Exfoliation, Acne Control","Absorbs well but didn't see significant results. - Priya, Bangalore"
Sunday Riley,Good Genes Lactic Acid Treatment,Treatment,31.93973377679169,"Lactic Acid, Licorice Root, Aloe",All Skin Types,"Exfoliation, Brightening","Best moisturizer I've used, even better than some premium brands! - Vikram, Chennai"
